ID,Label,inSubset,Parent,animal name,model organism,pathogen_name,model for pathogen,disease name,model for disease,Definition,term editor,seeAlso
ID,A rdfs:label,A http://www.geneontology.org/formats/oboInOwl#inSubset,C % SPLIT=|,,C 'model organism' some % SPLIT=|,,C 'animal model for pathogen' value % SPLIT=|,,C 'animal model for disease' value % SPLIT=|,A definition,A term editor SPLIT=|,A rdfs:seeAlso SPLIT=|
OLAS:0000263,Venezuelan equine encephalitis virus vaccine horse animal model,vaccine animal model,vaccine animal model,horse,NCBITaxon:9796,Venezuelan equine encephalitis virus,NCBITaxon:11036,,,Vaccine animal model that uses horse for research of vaccine against Venezuelan equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=32#Vaccine_Information
OLAS:0000264,Western equine encephalomyelitis virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Western equine encephalomyelitis virus,NCBITaxon:11039,,,Vaccine animal model that uses mouse for research of vaccine against Western equine encephalomyelitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=122#Vaccine_Information
OLAS:0000265,Western equine encephalomyelitis virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Western equine encephalomyelitis virus,NCBITaxon:11039,,,Vaccine animal model that uses chicken for research of vaccine against Western equine encephalomyelitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=122#Vaccine_Information
OLAS:0000266,Equine arteritis virus vaccine horse animal model,vaccine animal model,vaccine animal model,horse,NCBITaxon:9796,Equine arteritis virus,NCBITaxon:11047,,,Vaccine animal model that uses horse for research of vaccine against Equine arteritis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=191#Vaccine_Information
OLAS:0000267,Japanese encephalitis virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Japanese encephalitis virus,NCBITaxon:11072,,,Vaccine animal model that uses mouse for research of vaccine against Japanese encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=51#Vaccine_Information
OLAS:0000268,Japanese encephalitis virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Japanese encephalitis virus,NCBITaxon:11072,,,Vaccine animal model that uses monkey for research of vaccine against Japanese encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=51#Vaccine_Information
OLAS:0000269,Japanese encephalitis virus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Japanese encephalitis virus,NCBITaxon:11072,,,Vaccine animal model that uses pig for research of vaccine against Japanese encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=51#Vaccine_Information
OLAS:0000270,West Nile virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,West Nile virus,NCBITaxon:11082,,,Vaccine animal model that uses mouse for research of vaccine against West Nile virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=68#Vaccine_Information
OLAS:0000271,West Nile virus vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,West Nile virus,NCBITaxon:11082,,,Vaccine animal model that uses dog for research of vaccine against West Nile virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=68#Vaccine_Information
OLAS:0000272,West Nile virus vaccine cat animal model,vaccine animal model,vaccine animal model,cat,NCBITaxon:9685,West Nile virus,NCBITaxon:11082,,,Vaccine animal model that uses cat for research of vaccine against West Nile virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=68#Vaccine_Information
OLAS:0000273,West Nile virus vaccine horse animal model,vaccine animal model,vaccine animal model,horse,NCBITaxon:9796,West Nile virus,NCBITaxon:11082,,,Vaccine animal model that uses horse for research of vaccine against West Nile virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=68#Vaccine_Information
OLAS:0000274,Tick-borne Encephalitis Virus (TBEV) vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Tick-borne Encephalitis Virus (TBEV),NCBITaxon:11084,,,Vaccine animal model that uses mouse for research of vaccine against Tick-borne Encephalitis Virus (TBEV).,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=106#Vaccine_Information
OLAS:0000275,Yellow fever virus vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Yellow fever virus,NCBITaxon:11089,,,Vaccine animal model that uses hamster for research of vaccine against Yellow fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=59#Vaccine_Information
OLAS:0000276,Yellow fever virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Yellow fever virus,NCBITaxon:11089,,,Vaccine animal model that uses mouse for research of vaccine against Yellow fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=59#Vaccine_Information
OLAS:0000277,Yellow fever virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Yellow fever virus,NCBITaxon:11089,,,Vaccine animal model that uses monkey for research of vaccine against Yellow fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=59#Vaccine_Information
OLAS:0000278,Classical swine fever virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Classical swine fever virus,NCBITaxon:11096,,,Vaccine animal model that uses mouse for research of vaccine against Classical swine fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=66#Vaccine_Information
OLAS:0000279,Classical swine fever virus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Classical swine fever virus,NCBITaxon:11096,,,Vaccine animal model that uses pig for research of vaccine against Classical swine fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=66#Vaccine_Information
OLAS:0000280,Bovine viral diarrhea virus 1 vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Bovine viral diarrhea virus 1,NCBITaxon:11099,,,Vaccine animal model that uses cattle for research of vaccine against Bovine viral diarrhea virus 1.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=169#Vaccine_Information
OLAS:0000281,Infectious bronchitis virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Infectious bronchitis virus,NCBITaxon:11120,,,Vaccine animal model that uses mouse for research of vaccine against Infectious bronchitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=145#Vaccine_Information
OLAS:0000282,Infectious bronchitis virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Infectious bronchitis virus,NCBITaxon:11120,,,Vaccine animal model that uses chicken for research of vaccine against Infectious bronchitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=145#Vaccine_Information
OLAS:0000283,Feline infectious peritonitis virus vaccine cat animal model,vaccine animal model,vaccine animal model,cat,NCBITaxon:9685,Feline infectious peritonitis virus,NCBITaxon:11135,,,Vaccine animal model that uses cat for research of vaccine against Feline infectious peritonitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=175#Vaccine_Information
OLAS:0000284,Mumps virus vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Mumps virus,NCBITaxon:11161,,,Vaccine animal model that uses guinea pig for research of vaccine against Mumps virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=53#Vaccine_Information
OLAS:0000285,Mumps virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Mumps virus,NCBITaxon:11161,,,Vaccine animal model that uses monkey for research of vaccine against Mumps virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=53#Vaccine_Information
OLAS:0000286,Newcastle disease virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Newcastle disease virus,NCBITaxon:11176,,,Vaccine animal model that uses chicken for research of vaccine against Newcastle disease virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=70#Vaccine_Information
OLAS:0000287,Canine distemper virus vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,Canine distemper virus,NCBITaxon:11232,,,Vaccine animal model that uses dog for research of vaccine against Canine distemper virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=74#Vaccine_Information
OLAS:0000288,Canine distemper virus vaccine ferret animal model,vaccine animal model,vaccine animal model,ferret,NCBITaxon:9669,Canine distemper virus,NCBITaxon:11232,,,Vaccine animal model that uses ferret for research of vaccine against Canine distemper virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=74#Vaccine_Information
OLAS:0000289,Canine distemper virus vaccine cat animal model,vaccine animal model,vaccine animal model,cat,NCBITaxon:9685,Canine distemper virus,NCBITaxon:11232,,,Vaccine animal model that uses cat for research of vaccine against Canine distemper virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=74#Vaccine_Information
OLAS:0000290,Measles virus vaccine rat animal model,vaccine animal model,vaccine animal model,rat,NCBITaxon:10114,Measles virus,NCBITaxon:11234,,,Vaccine animal model that uses rat for research of vaccine against Measles virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=52#Vaccine_Information
OLAS:0000291,Measles virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Measles virus,NCBITaxon:11234,,,Vaccine animal model that uses monkey for research of vaccine against Measles virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=52#Vaccine_Information
OLAS:0000292,Measles virus vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,Measles virus,NCBITaxon:11234,,,Vaccine animal model that uses dog for research of vaccine against Measles virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=52#Vaccine_Information
OLAS:0000293,rinderpest virus vaccine ferret animal model,vaccine animal model,vaccine animal model,ferret,NCBITaxon:9669,rinderpest virus,NCBITaxon:11241,,,Vaccine animal model that uses ferret for research of vaccine against rinderpest virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=285#Vaccine_Information
OLAS:0000294,rinderpest virus vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,rinderpest virus,NCBITaxon:11241,,,Vaccine animal model that uses cattle for research of vaccine against rinderpest virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=285#Vaccine_Information
OLAS:0000295,Bovine Respiratory Syncytial Virus vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Bovine Respiratory Syncytial Virus,NCBITaxon:11246,,,Vaccine animal model that uses cattle for research of vaccine against Bovine Respiratory Syncytial Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=143#Vaccine_Information
OLAS:0000296,Human Respiratory Syncytial Virus vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Human Respiratory Syncytial Virus,NCBITaxon:11250,,,Vaccine animal model that uses hamster for research of vaccine against Human Respiratory Syncytial Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=212#Vaccine_Information
OLAS:0000297,Human Respiratory Syncytial Virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Human Respiratory Syncytial Virus,NCBITaxon:11250,,,Vaccine animal model that uses mouse for research of vaccine against Human Respiratory Syncytial Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=212#Vaccine_Information
OLAS:0000298,Human Respiratory Syncytial Virus vaccine rat animal model,vaccine animal model,vaccine animal model,rat,NCBITaxon:10114,Human Respiratory Syncytial Virus,NCBITaxon:11250,,,Vaccine animal model that uses rat for research of vaccine against Human Respiratory Syncytial Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=212#Vaccine_Information
OLAS:0000299,Human Respiratory Syncytial Virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Human Respiratory Syncytial Virus,NCBITaxon:11250,,,Vaccine animal model that uses monkey for research of vaccine against Human Respiratory Syncytial Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=212#Vaccine_Information
OLAS:0000300,Viral haemorrhagic septicaemia virus vaccine fish animal model,vaccine animal model,vaccine animal model,fish,NCBITaxon:117565,Viral haemorrhagic septicaemia virus,NCBITaxon:11287,,,Vaccine animal model that uses fish for research of vaccine against Viral haemorrhagic septicaemia virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=230#Vaccine_Information
OLAS:0000301,Viral haemorrhagic septicaemia virus vaccine rainbow trout animal model,vaccine animal model,vaccine animal model,rainbow trout,NCBITaxon:8022,Viral haemorrhagic septicaemia virus,NCBITaxon:11287,,,Vaccine animal model that uses rainbow trout for research of vaccine against Viral haemorrhagic septicaemia virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=230#Vaccine_Information
OLAS:0000302,Infectious Hematopoietic Necrosis Virus vaccine fish animal model,vaccine animal model,vaccine animal model,fish,NCBITaxon:117565,Infectious Hematopoietic Necrosis Virus,NCBITaxon:11290,,,Vaccine animal model that uses fish for research of vaccine against Infectious Hematopoietic Necrosis Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=75#Vaccine_Information
OLAS:0000303,Infectious Hematopoietic Necrosis Virus vaccine rainbow trout animal model,vaccine animal model,vaccine animal model,rainbow trout,NCBITaxon:8022,Infectious Hematopoietic Necrosis Virus,NCBITaxon:11290,,,Vaccine animal model that uses rainbow trout for research of vaccine against Infectious Hematopoietic Necrosis Virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=75#Vaccine_Information
OLAS:0000304,Rabies virus vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Rabies virus,NCBITaxon:11292,,,Vaccine animal model that uses hamster for research of vaccine against Rabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=56#Vaccine_Information
OLAS:0000305,Rabies virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Rabies virus,NCBITaxon:11292,,,Vaccine animal model that uses mouse for research of vaccine against Rabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=56#Vaccine_Information
OLAS:0000306,Rabies virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Rabies virus,NCBITaxon:11292,,,Vaccine animal model that uses monkey for research of vaccine against Rabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=56#Vaccine_Information
OLAS:0000307,Rabies virus vaccine cat animal model,vaccine animal model,vaccine animal model,cat,NCBITaxon:9685,Rabies virus,NCBITaxon:11292,,,Vaccine animal model that uses cat for research of vaccine against Rabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=56#Vaccine_Information
OLAS:0000308,Influenza virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses mouse for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000309,Influenza virus vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses guinea pig for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000310,Influenza virus vaccine ducks animal model,vaccine animal model,vaccine animal model,ducks,NCBITaxon:8835,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses ducks for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000311,Influenza virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses chicken for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000312,Influenza virus vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses macaque for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000313,Influenza virus vaccine ferret animal model,vaccine animal model,vaccine animal model,ferret,NCBITaxon:9669,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses ferret for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000314,Influenza virus vaccine horse animal model,vaccine animal model,vaccine animal model,horse,NCBITaxon:9796,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses horse for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000315,Influenza virus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Influenza virus,NCBITaxon:11309,,,Vaccine animal model that uses pig for research of vaccine against Influenza virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=50#Vaccine_Information
OLAS:0000316,Rift Valley Fever virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Rift Valley Fever virus,NCBITaxon:11588,,,Vaccine animal model that uses mouse for research of vaccine against Rift Valley Fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=128#Vaccine_Information
OLAS:0000317,Rift Valley Fever virus vaccine sheep animal model,vaccine animal model,vaccine animal model,sheep,NCBITaxon:9940,Rift Valley Fever virus,NCBITaxon:11588,,,Vaccine animal model that uses sheep for research of vaccine against Rift Valley Fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=128#Vaccine_Information
OLAS:0000318,Crimean-Congo Haemorrhagic Fever (CCHF) vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Crimean-Congo Haemorrhagic Fever (CCHF),NCBITaxon:11593,,,Vaccine animal model that uses mouse for research of vaccine against Crimean-Congo Haemorrhagic Fever (CCHF).,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=277#Vaccine_Information
OLAS:0000319,Crimean-Congo Haemorrhagic Fever (CCHF) vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Crimean-Congo Haemorrhagic Fever (CCHF),NCBITaxon:11593,,,Vaccine animal model that uses macaque for research of vaccine against Crimean-Congo Haemorrhagic Fever (CCHF).,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=277#Vaccine_Information
OLAS:0000320,Hantavirus vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Hantavirus,NCBITaxon:11598,,,Vaccine animal model that uses hamster for research of vaccine against Hantavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=27#Vaccine_Information
OLAS:0000321,Hantavirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Hantavirus,NCBITaxon:11598,,,Vaccine animal model that uses mouse for research of vaccine against Hantavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=27#Vaccine_Information
OLAS:0000322,Hantavirus vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Hantavirus,NCBITaxon:11598,,,Vaccine animal model that uses macaque for research of vaccine against Hantavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=27#Vaccine_Information
